actor_id,movie_id,role
395,246416,
395,292270,"Zio Umberto"
395,293357,
395,313179,"The Patient"
395,327486,
395,340310,
395,344583,
395,355357,
396,181276,Sal
399,355880,
401,410838,"Onno Biels (2000-2001)"
402,131372,Outsider
403,26225,"Henry Dawes"
403,26729,"H.H. Hornby"
403,44711,"James D. Griswold"
403,54369,"Cappy Ricks"
403,69681,"Eskew Arp"
403,148565,"Rufus Brent"
403,233070,"Peter Amos Dunn"
403,361661,"R.N. Arnhalt"
404,108221,"Jeune ouvrier"
405,60169,"The valet"
405,142988,"Kato Nakamura"
405,195096,"Quong Sung"
405,224825,Yano
405,246477,Wong
405,323787,"The Worm"
405,335410,Lucero
405,364200,"Taro San"
405,365887,Nogo
406,364013,"Lt. Rossini"
407,367531,"Prof. Pesca"
408,133536,"Dan Patch, a Horse"
409,91255,
410,170243,"Crew mate"
411,307686,"Third Man"
412,375687,
413,73251,Lucien
413,101170,"Grand-père Tambourin"
413,217727,L'Espagnol
413,262934,"Joseph Servettaz"
414,72827,"Park Quartet"
415,288331,
416,80696,Bunny
416,159132,"T-Shirt Man"
417,156309,"L'agent américain/CIA Agent"
417,220926,"Mr. Freedom"
417,257886,"Mr. Lacs"
417,287230,
418,228473,"Home Plate Photographer"
419,20625,Extra
419,128171,Eskimo
419,154785,Torres
419,223392,Eskimo
419,285605,"Sinister Driver"
419,308155,Bartender
420,154927,"Kristal's dad"
421,107857,"Mick Schumann"
421,132139,"Relative of Malchus"
421,222878,Prisoner
421,299040,"Boxing Fan"
421,382806,"Carlton (American Footballer "
421,382826,"Restaurant Diner"
421,387247,"Mack (2003)"
421,391079,Photographer
421,403059,"Transport Soldier"
421,409386,"SAS soldier #1"
422,140444,Lonzo
423,137882,Ibrahim/Polonius
424,19215,
424,33676,Enzo
424,43994,"Assistant occulist"
424,70005,
424,74746,
424,119856,Pippo
424,229639,
424,265310,
424,309170,"Party guest"
424,351542,
425,216099,
426,37215,Hazad
427,97850,"Le chauffeur de taxi"
428,121497,"Fighter in Bar"
429,355237,"L'homme à la décapotable"
430,57102,"Peter #1"
431,224680,"Morris Carthew"
432,372329,"Team Member"
433,327840,"Piano, Country Blues Band"
434,190213,"Dog Park Friend #2"
435,23463,Sergeant
436,59912,Recruit
437,23917,Himself
437,144406,Fagin
437,232018,Various
437,252995,
437,384674,Himself
437,389312,
437,396379,
437,396932,"Ted Butler"
437,403970,"Various Characters"
437,403971,
437,404862,"Ted Fenwick"
437,409143,(2002)
437,410867,"Himself - Contributor"
437,410918,
437,411024,
438,57102,"Peter #2"
439,4623,Himself
440,41211,"Anthony's Thug"
440,80619,"Quartermaster Lt. Green"
441,160141,Gustavo
441,313939,Peter/Cop
442,240235,"Himself (Dept. of Roads Direc"
443,113956,Bodyguard
444,43227,
445,79556,Constable
445,194996,"Reporter 1"
445,196903,"Officer Phillips"
445,347348,"Sgt. Wright"
445,400466,Teacher
446,243731,"Tom Henton"
447,27207,"Dr. Alex Karmen"
447,27952,"Dove Christian"
447,39861,"Michael Russo"
447,46757,"Dan Cain"
447,56654,Keith
447,68276,"Deke Williams"
447,82669,"Prof. Jack Crowley"
447,86750,"Harry Pierpont"
447,161132,Swan
447,168733,"Tom Kelly"
447,172666,"Sam (Father)"
447,210233,"Alex Kramer"
447,245216,"Channing Taylor"
447,265861,"Thomas Daggett"
447,273157,"Dan Cain"
447,318712,"Jack Ruffin"
447,337990,"Taylor Black"
447,338273,"'John Doe'"
447,364611,Markus
447,382282,"Jake Hale Jr."
448,660,Himself
448,4618,Lester
448,4619,"Buzz Kurtis"
448,4620,"Bud Jones"
448,4621,"Rocky Stonebridge"
448,4622,Slim
448,4623,
448,4624,"Bud Alexander"
448,4625,"Harry Pierce"
448,4626,"Casey Edwards"
448,4627,"Peter Patterson"
448,7642,"Buzz Johnson"
448,24533,"Himself - in a Jeep in Parade"
448,37255,
448,48569,"Slicker Smith"
448,48570,"Slicker Smith"
448,48651,"Chick Young"
448,68135,"Al Stewart"
448,77677,"Bud Flick"
448,113940,"Man in Long Shots"
448,121813,Himself
448,143565,"Slats McCarthy"
448,144398,
448,146759,"Flash Fulton"
448,147414,"Chuck Murray"
448,158067,"Eddie Harrington"
448,158364,"Smokey Adams"
448,163190,"Grover Mockridge"
448,164389,"Mr. Dinkel/Mr. Dinkelpuss"
448,175111,"Blackie Benson"
448,191833,"Eddie L. Morrison/T.S. Chandl"
448,194831,"Peter 'Pete' Johnson"
448,194834,"Tom Watson"
448,209659,Himself
448,210615,Himself
448,212196,"Harry Lambert"
448,228660,"Dexter Broadhurst"
448,231053,Himself
448,234889,"Ted Higgins"
448,241592,Abbott
448,248838,"Algernon 'Algy' Shaw"
448,255337,Himself
448,277844,Duke
448,278607,Doc
448,291323,Himself
448,291355,Himself
448,291389,Himself
448,328553,"Chick Young (Abbott and Coste"
448,329565,
448,333300,"Cuthbert/Dr. Greenway"
448,364156,"Chick Larkin/Voice of Himself"
448,366696,"Duke Egan"
448,368427,
448,379045,"Bud Abbott"
448,379046,Abbott
448,381356,"Himself - Who's on First rout"
448,383804,"Himself - selling war bonds"
448,384597,"Himself (Host, 1951-1954)"
449,321394,"Meditation teacher"
450,328277,"Infant John Connor"
451,296750,"Ref (CJ/Opponent #1)"
452,62932,"Mr. Fox"
452,72653,"Hank Storm"
452,173933,"Yahoo #2"
452,313756,"Vincent Van Gogh"
452,330104,"Prof. Adkins"
452,333326,"Hank Duggan"
453,61844,
453,396117,"Bentley Saxton (1977-1978)"
454,29736,"Dr. Kirby Halstrom"
454,118970,Politician
454,244838,Judge
455,57657,Himself
455,410688,"Tank Abbott (1999-2000)"
455,410689,"Tank Abbot (1999-2000)"
455,410690,"Tank Abbott (1999-2001)"
455,410691,"Himself (1999-2000)"
456,82943,"Stanley Woods"
457,27686,
458,375765,Will
458,386236,"Takase, Additional Voices"
458,389570,"Tower Of Babel Technician, Ad"
458,394492,"Additional Voices"
459,107277,
459,365210,Yuma
460,71595,Tracker
460,301072,Constable
461,809,Forbus
461,30311,"Gordon (Boardroom)"
461,64933,Lloyd
461,149725,Saul
461,216169,"John Andrews"
461,277096,"Douvier's soldier #1"
461,388977,"Vern Daniels"
462,299183,Himself
463,138890,Roy
463,158882,Leader
463,313166,Terry
463,333102,"Simon Brentwood"
463,364864,Miner
463,389167,"Mick Shipley"
464,22176,"Patron in Cafe/Rose's Friend "
464,353510,"Prince Albert"
465,382269,Himself
465,411497,Himself
466,157247,Lem
466,175525,"Himself (Honoree)"
466,402245,"Mr. Antrobus"
466,409306,"Host (January-April)"
467,42402,"Deputy Freleng"
468,117468,"Paramount Newsreel Voice"
468,289443,Himself
469,271110,"Oscar Nelson"
470,368171,Himself
471,318967,Jonty
472,171160,
473,7295,"Government official"
473,107430,
473,132572,
473,192068,
473,236668,
473,263487,"Ralph Connor"
473,359887,
474,406982,"The Band (1990-1991)"
475,26844,"Scooter Kid #2"
475,192302,Sponge
475,212960,"Frank Lanford"
475,259828,"Kane's People"
475,328839,"Boy Mayor"
475,390691,"Stinky Sullivan (1989-1991)"
476,192726,"Mr. Plummer"
477,46742,"Crowd Member #2"
478,37867,Hassan
479,18158,Mike
479,167043,"Rev. Jesse Jackmon Jr."
480,1694,Gregorius
480,5114,Salesman
480,6282,"Orchestra conductor"
480,6815,Huish
480,17506,"Phya Phrom"
480,29078,"Will Scarlett"
480,39283,DuQuai
480,56711,"Dr. Reinhart"
480,60766,Gayeff
480,69690,"De Rozier"
480,73174,"Jimmy Gordon"
480,73772,Baker
480,73904,Sykes
480,74238,"Peter Althius"
480,78017,"Roland Smith"
480,81576,"Bertram Gribble"
480,93101,
480,100854,"Chris Martin"
480,102113,"Ms. Robson's host"
480,107695,"Martin S. Dwyer"
480,123280,Emile
480,126513,"Prof. Radowsky"
480,127621,Manuel
480,132047,"Dr. Ferris"
480,133953,Aben
480,138383,"Czech Hostage in"
480,148927,Welles
480,152656,Rozner
480,155902,"Mr. Twyning"
480,157187,"John Worthing"
480,165444,Mason
480,168126,"English Spy"
480,170723,"Akela the Wolf"
480,183722,Manservant
480,193583,"Jack Rawlings"
480,199304,"Mayor Tuvache"
480,199586,
480,207138,"Mr. Pappas"
480,211602,"Marshovian Ambassador"
480,214968,Psychiatrist
480,215862,Grinko
480,221297,"Fred, Beldon Porter (Church)"
480,228820,"Pappa Cerrano"
480,232408,Karl
480,235695,"Lal Bara"
480,240245,Yusuf
480,241134,Reporter
480,241561,Joseph
480,245498,Coroner
480,262072,"Kaspar Andropolous"
480,266721,"Dipso Dave Rutherford"
480,267615,Jodri
480,269586,
480,276797,
480,277692,"Simon Burley"
480,280482,"Herbert Bielensen"
480,282855,Dumbo
480,285711,"Count Stephen Duni"
480,288208,"Roscoe Bean"
480,292855,"Mortimer Cope"
480,297369,"Poppy's Escort"
480,298590,"Heller, Adler's Butler"
480,300924,Pierre
480,304538,"Dr. Frankenstein"
480,307842,"Don Daniel"
480,314250,"Mustafa el Melik"
480,318793,Lunin
480,327426,Prospero
480,327688,André
480,330167,Vanescu
480,330664,Joe
480,330842,"Hood with Foreign Accent"
480,331180,"Ali (the tailor)"
480,331392,
480,332026,"Nitra Puta"
480,332042,"Abel Harmer"
480,333319,"Max Leiberman"
480,343876,"Alfonse Lamont"
480,346053,Armand
480,350220,"Webb Fallon"
480,358873,"Dr. Bonfant"
480,360632,"Charles Murdock"
480,364357,Roberts
480,367535,"Frederick Fairlie"
481,68447,"Commissioner's Laywer"
481,118393,"Polite Verger (Wedding four)"
481,140678,"2nd Gambler"
481,200199,Reporter
481,209185,"Second Gentleman"
481,277057,Tom
481,338786,Joyce
481,372717,Chairman
481,387332,"Mouth Organist"
481,394146,"Derek Cashmere"
481,408638,Lawyer
482,411056,"Rodney Potter"
483,348835,Clem
484,101570,Richard
485,1685,"Himself (New York Mets shorts"
486,193408,Himself
487,306751,Brian
488,154039,
489,134522,Tukayoo
489,228479,Mark
489,312266,Pocknet
489,339401,"Bear Shield"
489,345689,"Jumping Elk"
490,98113,Dan
491,38405,
491,60564,Mike
491,81068,
491,113393,Hawk
491,138239,
491,232957,
491,232979,
491,368068,"Thug 2"
492,192726,Larry
493,132765,"Whistling Messenger"
493,175119,Ape
493,358649,Doc
493,363742,Attendant
494,3888,Himself
495,186843,"Mr. Welch"
496,100126,Himself
497,41393,Deputy
497,44450,"Platoon - Vietnam"
497,83967,Greg
497,158113,Jeremy
497,275602,"Young executive #2"
497,317736,Ballast
498,27567,Himself
499,257809,Himself
500,80834,"Mr. E."
501,36855,Himself
501,381917,"Big Brother (2001-2003)"
502,26636,Arnold
502,53162,Flickinger
502,67560,"Judge Foster"
502,70558,"Dist. Atty. George Garfield"
502,71271,"Assistant Director Arthur War"
502,86748,"Harry Pierpont"
502,103266,"Harry Webb"
502,108771,Manning
502,114223,Cardinal
502,138322,"Frank Morrison"
502,161889,"Dr. Tom Merrinoe"
502,214965,"Col. Reed"
502,232441,
502,265869,
502,267109,Grandpa
502,288999,"Chief Pruitt"
502,311249,Frolick
502,311944,"Mr. Pierson"
502,313756,"Dr. Ruby"
502,321145,"Dr. George Scudder"
502,323147,"Sen. Scott Lucas"
502,331081,"Dell Fraser"
502,388149,"Assistant Director Arthur War"
502,389858,"Dr. Alex Baker (1987)"
502,392139,"John Collier"
502,394457,"Ed Barrett"
502,402245,Brinkerhof
502,403335,"John Franklin"
502,404613,"Dr. Dan Walton, Sr. #2 (1961-"
503,32818,"Danish undergroud leader"
503,49597,"Jones & Co. Clerk"
503,60036,"Mr. Blythe, Archie's Assistan"
503,70960,Doctor
503,105804,"Dutch Berger"
503,118232,"Allard Van Leyden"
503,134026,"Young Priest"
503,138848,"Rev. Wood"
503,152208,"Elevator Starter"
503,154864,Businessman
503,172961,"Peter Blomeier"
503,185247,Billings
503,195794,"Telegraph Employee"
503,218330,"Defense Attorney"
503,218704,Villager
503,289631,Critic
503,298050,Butler
503,349983,Minister
504,161189,"Tom Taylor"
506,313939,Henchman
507,214159,
508,1675,Himself
508,2042,"Himself (Canadian Comedy Hall"
508,2627,"Himself (Host - The Royal Can"
508,67999,
508,94578,"Easterbrook's Patron #1"
508,118897,"Himself (comedian)"
508,168843,Himself
508,171124,"Himself (Royal Canadian Air F"
508,192282,"Buddy McDonald, co-owner of a"
508,273794,"Chubby Man"
508,339399,
508,392682,
508,403844,"Gilbert Smythe Bite-Me/Jean C"
509,103222,Parsons
510,56452,"Johnny Goodman"
510,61802,Malenkov
510,291297,
510,372144,Warren
510,372544,"Brian Asprin"
510,384700,"The Sandman"
510,388487,"The Sandman"
510,390200,"The Sandman"
510,390345,"The Sandman"
510,390346,"The Sandman"
511,10862,Rancher
511,122793,"Det. Wolf"
512,160636,"Lt. Harding"
512,283871,"Saloon Owner"
513,77144,Tom
513,79863,Tom
513,101060,Rip
513,300919,"Guard #1"
514,329560,
514,361688,Gee-Tar
515,337482,Cowdor
516,141452,
516,161501,
516,191373,
516,224159,
516,281587,
516,290967,
516,291859,
516,340928,
517,269138,Boy
518,309752,"Chief lifeguard"
519,99205,"Various characters"
520,33804,Youssef
520,59491,Rachid
520,108895,
520,281928,"Ben Jemoul 2"
520,290440,"Le coursier en scooter"
520,307109,
520,326129,Rachid
521,171667,Ourt
521,261794,Soldat
522,251296,
523,346599,Ali
524,22637,
524,31018,"The S.A.V. Salesman"
524,236579,
524,239722,"The Priest"
525,17139,Alessandro
525,91051,
525,121899,
525,162053,Pino
525,183234,Minuicchio
525,188601,"Saverio Esposito"
525,235369,Pippo
525,243045,Pietro
525,328897,
525,347470,Rocco
525,410050,Stefano
526,89907,Chester
527,283678,"Obnoxious Sailor (English ver"
528,5277,"Abu Beker, local leader"
528,12102,
528,118836,Himself
528,162733,Amr
529,275394,"Zarobljenik Zijo Bajric"
529,410330,Policajac
530,360180,"Horse Dealer"
531,149552,
532,25028,
532,104022,
532,189403,"Tanker Driver"
532,212257,Ernesto
533,19687,"Shushan Gorky"
534,204035,
535,8876,Tony
535,34965,Conferencier
535,76745,"Derek van Romondt"
535,110247,"Prof. Hassan Uleidi"
535,390242,"Eddie (1990-1992)"
536,8876,Toni
537,389681,Host
538,88376,"Chef Pizzaiolo"
538,174166,Larbi
538,356195,
540,356366,
541,16954,
541,257509,Hassan
542,12083,
543,22062,
543,112946,
543,143987,
543,175912,
543,220686,"Fathi, the Detective"
543,270956,
544,137399,
544,301461,
545,25690,"Butler John"
545,76709,
545,223559,
545,266016,
545,388489,Evropeyets
545,394752,"Nalogovyj inspector"
546,126067,Turk
547,27520,Badry
548,3311,"(segment "Tapin du soir")"
548,144343,Samy
549,338048,
550,826,"Fuzzy Dice Vendor"
550,58438,
550,98717,Hussein
550,139507,Shaheen
550,175912,
550,178242,"Sheikh Hosny"
550,226734,
550,284635,
550,285535,"Mansor Bahgat"
550,309700,"Ahmed Abol Mahasen"
550,326263,
550,329232,
550,372391,
550,374658,Allalah
551,25982,
552,19911,
552,20201,"Guy #1 Proposing"
552,147081,"Dr. Moheeb Elnashoukaty"
552,155238,
552,162235,Elyan
552,175906,
552,189531,
552,216703,
552,281075,
552,285528,Gad
552,300770,
553,227898,
554,147083,Mourad
555,137056,
555,270995,
555,357100,"Le tueur"
556,137056,
556,285493,"Farah's Father"
557,24680,"Dr. Maher"
558,303354,
558,326170,
559,52063,"Fourth Officer"
560,220686,Haramy
561,15313,
561,27753,
561,109098,
561,222351,
561,275637,
561,285493,Khaled
562,92029,
562,127031,Himself
562,202801,
562,359378,Mohammad
562,370296,
562,371907,
563,9153,
563,9887,
563,15338,
563,28238,
563,239374,
564,162733,Guindi
564,205282,
564,209468,"The film director"
564,304149,"Ezz Eldine"
565,162734,
565,303051,
566,207262,
567,399813,"Himself/D.J. (199?-2001)"
568,131548,Himself
569,4959,
569,5006,
569,30603,Bassiouny
569,97542,
569,138966,
569,138967,Heema
569,187516,
570,25493,
570,334410,"Guy in Bar"
571,166141,"Le père d'Ali"
572,26085,
572,175959,
573,336168,Samir
574,315893,Verfolger/Chaser
575,84695,"Jeune beur"
576,390523,"Michael Tranter (2003-)"
577,368740,"Ung Woyzeck"
578,142184,
579,28395,
579,140430,Father
579,222298,Uncle
581,25986,Tewfik
582,211787,Uriqat
583,118824,
583,156487,"Le psychiatre"
583,255567,Djaffar
583,284218,Stepan
583,309988,"Hamid, le frère aîné"
583,322335,"Cast Member"
583,355808,"Nounou, le concierge"
583,375794,L'Excite
584,379655,"Chérif célibataire"
585,290189,
586,24671,
587,83355,"Le gamin"
588,285500,"Tuareg #1"
589,303119,Iván
590,356521,Hassid
591,284940,"Matches man"
592,46080,
592,140605,
592,167268,"Omar's Elite Guard"
593,261761,Riva
594,59094,Samara
595,167268,"Omar's Elite Guard"
596,167268,"F-16 Pilot"
597,162733,Dancer
598,286313,"Serveur mariage"
599,176837,"Garde du corps"
600,48294,
600,205051,Roberto
600,344734,
601,132063,
602,169856,Barabbas
603,169856,Phillip
604,80663,
605,97517,Grubber
606,159691,
607,79518,"Foot Soldier Uriah"
608,220479,
609,271421,Nadira
610,48305,
611,39930,"Arab Guard"
612,146517,
613,356367,
614,61814,
615,218460,Saïd
616,377629,Salim
617,21730,Milicien
617,282002,"Le chauffeur du camion"
617,333759,"Serviteur Yasmina"
618,10270,Skog
618,354083,"Lainajussi #4"
619,135324,"Si Ahmed"
620,183622,"Capt. Anton"
621,134966,Yusuf
622,32024,
623,6152,
623,8741,
623,10503,
623,65420,
623,82256,
623,92318,
623,98438,
623,148831,Akbar
623,246882,
624,272996,Girl
625,64341,Nidam
626,21580,
626,88475,
627,265049,
628,39456,"Petty Officer"
629,25751,Zack
629,175357,
629,319853,Sunny
629,341420,
630,299794,"Local Kid"
631,43021,
632,10520,"Arab to Intone Evening Prayer"
632,69823,"Immigration officer"
632,112508,Lackey
632,118334,Sheik
632,177988,"Aide to Grand Vizier"
632,194831,Native
632,222326,Pierre
632,271293,Soldier
632,302454,
632,304587,Native
632,327585,"Egyptian Policeman"
632,331180,Muezzin
632,371887,"Man in Lounge"
633,96290,
634,100726,"Taxi Driver"
634,263176,"Company Man"
634,316674,"White Bum"
634,353611,"L.T. Romano"
636,346185,
637,61814,
637,344844,
638,355808,"Ami de M. Fares"
639,68351,Jackson
640,19816,
641,300672,
642,120025,
643,101174,"Warden of the Cage"
643,148670,
644,116485,"Un ami de Si Tayeb"
645,355808,"Le serveur du Rouge-Gorge"
646,108985,Fara
646,240386,
646,336429,
647,25708,
647,42227,
647,340240,Kadyrov
647,371291,
648,234979,Oroveso
648,286815,"Satrapo di Gaza"
649,229912,
650,129952,
650,373474,Rakhimov
651,329198,
652,64153,
653,261689,
653,376217,
654,4244,
654,31253,
654,45588,
654,85216,
654,88485,
654,98526,
654,135941,
654,328180,
655,157600,Himself
656,6190,
656,198653,"Atteya Assfoor"
656,241888,Sniffy
657,182339,
658,180222,Robber
659,153617,"Man on boat"
660,292175,"Cash and carry staff"
661,32444,
661,37649,
663,16182,
664,251801,Bicyclist
665,2573,"Himself - performer"
665,48040,
665,274126,Himself
666,97489,Officer
667,1805,Himself
667,9125,"Roger Murdock"
667,22035,Himself
667,30582,Himself
667,34923,
667,41893,Himself
667,48095,Himself/Hakim
667,48101,Himself
667,60564,"Fighter on Film #2 (Ship's Th"
667,75539,Himself
667,76253,Himself
667,109935,Himself
667,114381,Himself
667,115325,Himself
667,117713,Himself
667,123389,Hakim
667,131720,
667,143874,Himself
667,165101,
667,190016,"Hakim [from "Game of Death"]"
667,202193,
667,228950,Himself
667,230690,Himself
667,240180,Himself
667,250564,Himself
667,267563,
667,273704,Himself
667,304481,"The Archangel of Basketball"
667,330492,"Special Guest"
667,340320,Himself
667,364100,Hank
667,364101,Hank
667,388136,Himself
667,406363,""The Monster!" shouter"
668,203243,"Showroom Mannequin"
669,114381,"Bullet Haines"
669,160375,"Basketball player"
669,342938,"Caddy #2"
670,185255,Kronos
670,333007,Bartender
671,1805,"Himself - Performer"
671,2398,Himself/presenter
671,220207,Himself
672,1805,"Himself - Performer"
672,2398,Himself/presenter
672,102569,"Moustafa 'Moose' Hakeem Jones"
672,218853,"Himself (segment "Badder")"
672,220207,Himself
672,365559,Boy
673,1805,"Himself - Performer"
673,2398,Himself/presenter
673,218853,"Himself (segment "Badder")"
673,220207,Himself
674,1805,"Himself - Performer"
674,2398,Himself/presenter
674,218853,"Himself (segment "Badder")"
674,220207,Himself
675,231790,"Prison Guard"
676,20042,"Himself (dancer-acrobat)"
676,58894,
677,226012,
678,60448,
679,376442,Azid
680,197464,Akbar
680,357348,
681,313780,Kasser
681,319083,"3rd Man"
682,229004,
683,154120,Abdul
683,349237,
684,113702,
685,97793,
686,390950,"Fatima's gang"
687,7632,"Himself (Valet)"
687,86628,
687,201041,"Rajat Saxena"
687,312532,
687,407130,"Keshav Malhotra"
688,155241,"Ice Cream Kid"
689,404387,
690,49081,Deba
691,178685,Hussein
692,123280,"Restaurant Manager"
692,187472,Karaba
692,217380,"Arab Foreman"
692,217600,Captain
693,390828,"Grand Prix (2001)"
694,7630,"Witch doctor"
695,155241,"Ice Cream Kid"
696,139873,Nasir
697,361665,
698,253240,
699,236697,"French bank guard"
700,355052,Extra
701,80051,Bartender
702,136364,Nigerian
702,398874,"Dr. Abdul Dialo (2000-2002)"
703,167574,"Himself - Spokesman, Danish H"
704,197464,"Abu Pirumov (2nd Pilot)"
705,64153,
705,262222,
706,263673,
706,349366,
707,59979,
707,228998,
708,20895,Valli
709,43072,
709,85216,
709,154836,
709,173705,
710,33838,
710,298810,
711,102461,
712,25493,
713,429,
713,3034,
713,10276,Prince
713,16543,
713,20104,
713,51689,
713,59772,"Ivan Sergeevich Puhov"
713,63608,"Alexandra's boyfriend"
713,63610,
713,84260,"Anthony Marston"
713,89801,
713,89817,"Dr. Simpson/Gulliver"
713,95695,
713,107664,
713,113207,
713,117852,Zhakob
713,125658,
713,134188,
713,162674,"de Charance"
713,172059,"Valery Ostrovsky"
713,174163,"Nikita, Nina's boy-friend"
713,176136,
713,180738,
713,187013,Sergei
713,219725,
713,226427,
713,228113,
713,237467,"Grigori Stepanovich Smirnov"
713,237566,
713,237970,Bear
713,261689,
713,262659,
713,265071,Kozlov
713,265844,
713,265845,
713,266016,
713,276619,
713,280397,Himself
713,282741,
713,282824,
713,286558,"Volodya Smirnov"
713,299404,
713,303349,
713,309360,
713,315934,
713,317763,
713,318562,
713,323332,
713,332994,"Anton Kashtanov"
713,336424,Ramkopf
713,343970,Lancelot
713,347307,
713,357471,
713,370188,
713,373484,Bandit
713,374779,"Walter Hartwright"
713,374788,
713,374994,"Vladimir Zharovsky"
713,375656,
713,375660,
713,378720,"Engineer Schukin"
713,380347,
713,386003,
713,388489,"Blifford Linds"
713,389747,Lyadashchev
713,397053,Koroviev
713,397513,"Driver of 'Black Cat'"
713,399344,Lavr
713,399353,Lavr
713,409735,
714,262161,"Gestapo Col. Kraschke"
715,10266,Aizeks
715,33820,
715,45553,"(segment "Career of Lt. Gopp,"
715,45562,"(segment "Night Over Belgrade"
715,60446,"Tarantulov - school superinte"
715,60844,"Arseniy Yulyevich"
715,79620,Ushakov
715,129924,Jigonet
715,172439,"Governor of the town"
715,219454,"Ivan Akimovich"
715,244162,
715,259066,Professor
715,261364,Colonel
715,262168,Passenger
715,268140,"Jose Antonio Alvarez"
715,293987,"Jacques Lavendel"
715,294672,Sheriff
715,320483,"Dymba, the Greek"
715,320668,"Dorokhov, factory director"
715,320688,Bartender
715,375859,"Vesset the Elder"
716,45129,"Volga Taxi Owner"
717,13464,
717,13465,
717,43215,
717,88850,
717,91210,
717,154105,
717,174251,
717,180103,
717,180364,(Voice)
717,181510,
717,229911,
717,230048,
717,231173,
717,263685,Teacher
717,263695,
717,341238,"Kostya, a circus actor"
717,349077,
717,349347,
717,349849,Narrator
717,356114,
717,356823,"Henri York, a journalist"
717,370191,
717,374839,
717,381021,
717,397513,Solovyov
717,408861,
718,33801,
719,64153,
720,173705,
720,305878,
721,90979,
721,129655,
721,176140,
721,357693,
722,79450,"Bilal Muhammed"
723,245912,Madcap
724,39930,"Arab Boy"
725,202301,
726,316829,
727,62622,Genie
728,2500,
728,18410,Sharkey
728,131235,Hogg
728,139757,Johnson
728,243731,"Shorty McGee"
729,86593,
730,155963,
731,263207,
732,124845,
732,175658,
732,309364,
733,34535,Beshkempir
733,131545,Themselves
733,201011,"The Chimp"
734,6079,Alus
734,106058,Thug
735,95343,"Dead gang kid"
735,109064,Nishi
735,324235,"A Clown"
736,14244,Ojii-chan
737,287620,Georges
738,122536,
738,167943,
738,181968,
738,300480,
738,300509,
739,300425,"Jay Jay"
740,13623,
740,61054,"FBI Agent"
740,90558,"Takeshi Ito"
740,121932,"Mr. Murai"
740,130484,"Mitsuo Katagiri"
740,137342,Narimoto
740,138063,"Alice's Mother's Companion"
740,146891,
740,174945,
740,181566,Kujaku
740,257455,"Hideyuki Ishikawa"
740,283723,Andô
740,324726,Hayate
740,370436,Tsukiyomi
740,385987,"Eitaro Kawaguchi"
740,391455,"Mitsugu Shibayama"
740,397186,"Shunsuke Izumida"
740,398493,"Hayato Kitazawa"
740,398576,"Gion Touji"
740,405276,"Jun Ohmori"
740,408890,"Jiro Ueda"
740,408891,"Jiro Ueda"
741,130527,
741,141901,
742,381165,"Asuka/Abare Black"
743,320106,Kendo
744,1300,Dancer
745,9470,Katada
745,144494,
745,156234,"City Assemblyman"
745,167955,
745,167957,
745,198826,Shichigoro
745,209934,
745,216493,"Temma Tsujikaze"
745,216495,Goroku
745,216501,Goroku
745,216502,Goroku
745,216503,Goroku
745,233276,Uncle
745,242123,
745,319974,
745,327796,
745,370731,Sukesaburo
746,201835,"Writer and Producer"
747,403494,Himself
748,79272,Dater
749,324285,"Restaurant Owner"
750,9295,"Yosuke Nonaka aka Muraki"
750,16535,"Kiyoshi Kaneko"
750,163771,"Toru Ishibashi"
750,169185,
750,256323,"Satoru, Brother"
750,299323,"Akio Kondou"
750,328016,"Kenzo Muraki"
751,334893,"Cursed Highschooler"
752,274358,Lao
752,318977,Surgeon
753,374352,Hagi
754,123450,
755,206755,Haruo
756,122957,"Himself (interview segment)"
757,319531,
758,61054,
758,209838,"Eiji Kure"
758,298884,"Ikkakujuu no Ryuuji"
758,334868,"Hiroshi Fujimoto"
758,349220,"Mitsuru Yamaguchi"
758,358947,"Ichiro (as young man)"
758,394548,Nekota
759,408351,
759,408352,
760,176527,
761,170332,
761,179377,
761,335381,
762,139703,Staffer
762,196342,"FBI Agent Sato"
762,270923,"Woo's Man #1"
762,394677,"Peter Choy"
763,182002,Kabagonis
764,264434,Jaxxon
765,373224,"Kimura tenin"
767,8620,"Aota's dad"
767,9548,"Teizo Yuasa"
767,17419,Hoshino
767,17422,
767,17425,Kurobe
767,17429,"Moto Kuroiwa"
767,19702,
767,28134,
767,29562,
767,61114,Yamagami
767,106707,Ronin
767,121214,Katsuyan
767,122089,
767,123272,
767,125236,Chuichi
767,130513,
767,131295,"Cpl. Miyaguchi"
767,136394,
767,136395,"Genzo Matsuri"
767,138486,Besho
767,142177,
767,144439,
767,144506,
767,144735,
767,171658,
767,172262,Dobashi
767,177862,"Ichizo Uchiyama"
767,177866,
767,182061,
767,182489,
767,182491,
767,202827,"Akifumi Motomura"
767,209932,"Tatsuzo Karasawa"
767,210202,Bunzon
767,216386,
767,217073,"Sakae Oya"
767,223001,
767,227661,Te
767,229770,Geki
767,232518,Oike
767,232916,"Sgt. Watai"
767,233098,
767,233117,
767,234244,Yasukawa
767,242207,
767,242232,"Kenji Funaki"
767,243354,"Toraichiro Yamaga"
767,275753,"Chief of Staff Soka"
767,298693,"Police officer"
767,298965,
767,299149,
767,299235,
767,299559,Hiromatsu
767,300201,
767,323133,
767,324943,"Yasaburo Oba"
767,334930,Tetsudo-shokuin
